Customer_ID,Product_ID,Transaction_Date,Price_per_Unit,Units_Sold
357,1977,2020-10-06,165.22,3
408,1397,2020-10-06,305.73,10
329,1366,2020-10-06,170.59,3
874,1068,2020-10-06,385.44,10
619,612,2020-10-06,234.33,4
685,20,2020-10-07,667.93,3
605,1446,2020-10-07,719.83,2
480,1380,2020-10-07,402.17,2
699,41,2020-10-07,426.31,8
450,1446,2020-10-07,934.53,8
562,1131,2020-10-07,46.56,10
591,1070,2020-10-07,751.5,6
348,510,2020-10-07,273.63,9
242,708,2020-10-07,504.38,10
822,1057,2020-10-07,647.45,7
147,1704,2020-10-07,245.92,3
501,1092,2020-10-07,580.59,2
887,1325,2020-10-07,956.18,10
503,1269,2020-10-07,847.23,1
562,1306,2020-10-07,215.76,5
828,456,2020-10-07,821.04,3
826,748,2020-10-07,333.84,8
187,1569,2020-10-07,112.01,8
613,1156,2020-10-07,336.95,1
817,79,2020-10-07,488.92,1
817,1092,2020-10-07,206.18,2
286,690,2020-10-07,296.7,8
162,1371,2020-10-07,517.52,3
390,620,2020-10-07,826.45,4
423,1130,2020-10-07,245.02,6
914,1683,2020-10-07,488.57,4
621,456,2020-10-07,189.84,5
867,230,2020-10-07,52.77,5
350,234,2020-10-07,541.02,1
381,467,2020-10-07,298.94,9
909,165,2020-10-07,686.95,2
864,1519,2020-10-07,865.39,5
190,1170,2020-10-07,802.47,4
438,1886,2020-10-07,490.15,5
864,881,2020-10-08,896.43,4
377,1119,2020-10-08,803.84,5
290,390,2020-10-08,936.45,2
956,636,2020-10-08,169.42,10
433,1520,2020-10-08,463.32,4
779,1898,2020-10-08,385.89,5
766,1844,2020-10-08,121.38,6
962,1953,2020-10-08,423.84,10
349,1119,2020-10-08,521.14,2
420,1357,2020-10-08,465.94,2
678,314,2020-10-08,238.99,1
278,1519,2020-10-08,232.29,9
449,399,2020-10-08,323.8,7
122,1139,2020-10-08,961.19,2
589,623,2020-10-08,660.56,6
716,1317,2020-10-08,862.37,4
694,1991,2020-10-08,868.78,8
149,237,2020-10-08,728.25,7
467,1669,2020-10-08,368.01,6
851,618,2020-10-08,422.41,7
528,1366,2020-10-08,601.81,10
899,884,2020-10-08,720.85,9
665,969,2020-10-08,756.8,1
634,456,2020-10-08,816.99,7
628,1827,2020-10-08,883.3,5
217,1879,2020-10-08,224.0,8
120,1410,2020-10-08,661.11,3
358,1857,2020-10-08,162.5,7
860,1230,2020-10-08,63.78,10
930,1883,2020-10-08,880.33,1
573,143,2020-10-08,207.26,7
649,1357,2020-10-08,240.83,10
112,1366,2020-10-08,530.48,4
574,258,2020-10-08,379.84,9
780,1538,2020-10-08,932.03,3
616,812,2020-10-08,729.45,5
522,1533,2020-10-08,259.48,5
400,1507,2020-10-08,928.24,2
296,1337,2020-10-08,843.53,5
589,1860,2020-10-08,672.35,10
337,571,2020-10-08,493.28,4
709,1007,2020-10-08,401.67,9
933,933,2020-10-08,681.56,1
449,1068,2020-10-08,854.51,5
985,1410,2020-10-08,993.15,2
619,1378,2020-10-08,881.17,6
116,1066,2020-10-08,825.76,6
847,517,2020-10-08,690.42,2
116,1584,2020-10-08,971.4,2
649,1011,2020-10-08,505.11,9
839,1453,2020-10-08,208.14,3
817,1658,2020-10-08,424.64,2
939,1909,2020-10-08,129.56,6
418,546,2020-10-08,265.49,7
496,1339,2020-10-08,771.04,9
894,1250,2020-10-08,811.3,2
272,259,2020-10-08,725.49,10
745,2,2020-10-08,53.41,5
212,487,2020-10-08,257.09,1
647,1328,2020-10-08,939.44,7
349,450,2020-10-09,129.8,3
385,827,2020-10-09,627.89,5
602,393,2020-10-09,193.88,1
186,1267,2020-10-09,645.82,7
431,1371,2020-10-09,743.25,5
276,456,2020-10-09,108.88,5
885,1117,2020-10-09,766.52,5
600,211,2020-10-09,927.46,2
546,1397,2020-10-09,985.16,7
658,1814,2020-10-09,328.37,4
158,637,2020-10-09,518.23,9
772,162,2020-10-09,96.92,7
103,218,2020-10-09,910.33,6
619,1379,2020-10-09,969.95,7
972,1903,2020-10-09,463.88,4
492,1117,2020-10-09,425.04,9
900,51,2020-10-09,805.74,4
642,488,2020-10-09,494.5,5
940,318,2020-10-09,804.72,9
951,334,2020-10-09,385.13,2
852,819,2020-10-09,599.71,9
610,925,2020-10-09,661.96,2
240,248,2020-10-09,91.18,7
990,314,2020-10-09,932.1,10
259,490,2020-10-09,310.39,6
869,623,2020-10-09,872.99,4
651,1532,2020-10-09,236.21,2
889,1942,2020-10-09,100.17,8
501,1493,2020-10-09,738.4,2
265,1560,2020-10-09,232.72,4
992,489,2020-10-09,934.17,10
758,1181,2020-10-09,160.67,3
360,257,2020-10-09,872.14,1
532,826,2020-10-09,415.09,1
256,539,2020-10-09,505.58,6
362,1493,2020-10-09,664.91,4
881,1660,2020-10-09,600.93,6
811,742,2020-10-09,474.63,2
422,908,2020-10-09,225.55,6
656,1088,2020-10-09,551.25,9
874,1538,2020-10-09,258.51,5
995,1105,2020-10-09,277.78,4
505,1942,2020-10-09,641.14,6
172,72,2020-10-09,256.08,9
929,1879,2020-10-09,827.76,8
540,1169,2020-10-09,845.39,5
553,1992,2020-10-09,777.39,2
420,1653,2020-10-09,874.77,6
773,1340,2020-10-09,36.85,10
947,1306,2020-10-10,683.19,9
787,1313,2020-10-10,493.39,7
687,1061,2020-10-10,348.14,8
534,1306,2020-10-10,68.97,7
733,1311,2020-10-10,803.58,8
662,1410,2020-10-10,124.43,2
295,334,2020-10-10,998.42,9
710,55,2020-10-10,579.06,7
781,248,2020-10-10,415.23,1
622,1778,2020-10-10,232.32,9
784,757,2020-10-10,623.47,7
207,1372,2020-10-10,803.98,7
856,973,2020-10-10,561.18,7
166,258,2020-10-10,181.97,3
127,459,2020-10-10,315.22,9
998,1998,2020-10-10,473.37,4
749,522,2020-10-10,530.05,9
947,1866,2020-10-10,714.7,6
411,1149,2020-10-10,307.13,10
558,386,2020-10-10,457.29,3
134,1532,2020-10-10,138.82,8
672,1441,2020-10-10,301.64,4
594,1390,2020-10-10,352.5,7
451,1065,2020-10-10,866.35,8
157,1301,2020-10-10,126.06,3
290,1067,2020-10-10,755.33,3
626,1575,2020-10-10,176.44,8
853,1430,2020-10-10,856.45,2
443,141,2020-10-10,741.6,8
442,1775,2020-10-10,131.75,4
918,1179,2020-10-10,814.03,2
983,1131,2020-10-10,315.91,9
360,262,2020-10-10,744.87,3
387,1053,2020-10-10,685.26,7
907,1827,2020-10-10,305.4,4
464,1884,2020-10-10,242.44,9
243,1805,2020-10-10,105.07,4
684,2,2020-10-10,147.61,2
515,1313,2020-10-10,544.79,6
716,677,2020-10-10,125.84,7
634,809,2020-10-10,312.75,5
356,1245,2020-10-10,416.97,8
989,1569,2020-10-10,384.77,9
667,1916,2020-10-10,408.45,7
929,79,2020-10-10,457.52,3
325,1901,2020-10-10,498.92,6
402,1761,2020-10-10,549.32,5
748,765,2020-10-10,500.81,1
916,1021,2020-10-10,247.93,7
700,1974,2020-10-10,666.89,3
834,1985,2020-10-11,387.45,1
189,571,2020-10-11,930.4,7
998,758,2020-10-11,480.72,2
259,1131,2020-10-11,272.34,10
202,41,2020-10-11,649.82,4
773,1367,2020-10-11,679.57,2
161,141,2020-10-11,287.82,2
846,248,2020-10-11,783.15,6
322,1308,2020-10-11,666.22,5
940,604,2020-10-11,435.03,1
468,585,2020-10-11,286.11,6
429,708,2020-10-11,916.45,1
459,262,2020-10-11,573.14,3
216,1358,2020-10-11,320.62,3
840,648,2020-10-11,704.24,4
220,437,2020-10-11,663.08,6
505,1845,2020-10-11,198.35,9
226,83,2020-10-11,944.81,7
884,1840,2020-10-11,561.81,1
409,155,2020-10-11,472.6,7
694,1013,2020-10-11,326.78,7
311,1699,2020-10-11,581.85,8
391,1548,2020-10-11,74.29,10
494,1493,2020-10-11,994.71,4
559,1955,2020-10-11,197.77,6
843,740,2020-10-11,156.77,10
892,1834,2020-10-11,951.47,9
509,56,2020-10-11,112.37,3
434,1964,2020-10-11,789.42,6
406,756,2020-10-11,478.65,3
785,737,2020-10-11,356.08,6
316,1898,2020-10-11,665.2,1
180,1269,2020-10-11,751.32,9
359,1532,2020-10-11,40.67,5
512,1757,2020-10-11,713.01,8
756,1575,2020-10-11,203.04,5
198,105,2020-10-11,265.24,3
413,618,2020-10-11,89.53,3
398,431,2020-10-11,274.05,5
232,1790,2020-10-11,985.2,7
824,532,2020-10-11,945.32,2
121,409,2020-10-11,423.32,8
791,1882,2020-10-11,154.0,7
488,503,2020-10-11,584.1,8
768,162,2020-10-11,585.22,4
847,55,2020-10-11,408.63,7
901,1119,2020-10-11,126.7,5
728,1712,2020-10-11,275.48,5
341,1805,2020-10-11,218.13,9
237,142,2020-10-12,284.65,10
947,1829,2020-10-12,736.92,2
613,327,2020-10-12,445.5,4
662,1331,2020-10-12,98.45,3
674,51,2020-10-12,568.03,9
715,1879,2020-10-12,538.91,5
607,726,2020-10-12,529.19,7
826,1721,2020-10-12,767.74,7
288,606,2020-10-12,671.87,4
520,885,2020-10-12,430.81,7
946,1088,2020-10-12,954.14,2
255,620,2020-10-12,62.12,3
136,1909,2020-10-12,464.84,4
251,557,2020-10-12,524.42,8
676,1462,2020-10-12,607.3,10
918,1120,2020-10-12,302.72,2
633,618,2020-10-12,707.67,5
331,103,2020-10-12,915.94,1
448,837,2020-10-12,95.1,5
344,703,2020-10-12,809.69,8
828,1714,2020-10-12,91.81,3
977,1274,2020-10-12,607.96,6
880,1179,2020-10-12,336.93,7
624,1854,2020-10-12,420.35,10
102,162,2020-10-12,636.67,5
102,1898,2020-10-12,729.88,4
735,1844,2020-10-12,502.54,8
985,37,2020-10-12,467.77,2
339,1898,2020-10-12,686.41,6
273,1150,2020-10-12,276.23,5
467,1681,2020-10-12,575.1,8
254,1156,2020-10-12,799.61,4
714,1103,2020-10-12,598.08,9
100,831,2020-10-12,894.11,1
156,1493,2020-10-12,73.53,3
812,1117,2020-10-12,761.25,8
387,1502,2020-10-12,779.85,8
728,1631,2020-10-12,20.28,7
750,881,2020-10-12,63.84,8
982,1000,2020-10-12,733.4,8
399,368,2020-10-12,392.98,9
919,677,2020-10-12,975.08,8
371,1600,2020-10-12,825.71,4
963,1431,2020-10-12,324.94,9
243,429,2020-10-12,959.04,10
322,1446,2020-10-12,958.42,5
837,743,2020-10-12,647.96,2
286,393,2020-10-12,580.77,3
733,952,2020-10-12,879.49,3
481,323,2020-10-12,813.42,6
998,908,2020-10-12,954.68,2
376,48,2020-10-12,162.09,6
869,115,2020-10-13,138.59,6
694,260,2020-10-13,974.47,6
465,1068,2020-10-13,271.45,6
237,868,2020-10-13,711.32,6
397,1845,2020-10-13,29.38,8
196,1040,2020-10-13,556.14,6
565,1637,2020-10-13,594.92,2
747,1049,2020-10-13,496.95,8
477,1575,2020-10-13,941.34,8
179,570,2020-10-13,585.79,4
810,1747,2020-10-13,596.61,3
848,1048,2020-10-13,911.65,4
802,1879,2020-10-13,352.83,9
984,1620,2020-10-13,739.91,10
923,335,2020-10-13,686.49,4
769,585,2020-10-13,101.45,3
976,570,2020-10-13,134.72,6
867,300,2020-10-13,150.7,2
231,722,2020-10-13,557.29,3
717,1719,2020-10-13,802.24,4
929,1040,2020-10-13,709.28,9
329,655,2020-10-13,408.36,9
110,908,2020-10-13,320.0,5
429,258,2020-10-13,530.11,4
387,764,2020-10-13,802.66,6
529,708,2020-10-13,362.9,2
305,1034,2020-10-13,505.41,1
822,230,2020-10-13,897.14,1
317,541,2020-10-13,882.54,4
355,1065,2020-10-13,389.51,7
486,1380,2020-10-13,170.43,9
910,853,2020-10-13,89.61,1
593,1011,2020-10-13,860.02,8
747,970,2020-10-13,157.28,9
201,535,2020-10-13,350.55,1
532,1830,2020-10-13,748.52,8
307,1301,2020-10-13,485.62,10
968,1397,2020-10-13,36.04,8
348,1362,2020-10-13,221.63,10
836,1088,2020-10-13,418.1,10
302,1963,2020-10-13,924.68,1
437,185,2020-10-13,897.4,1
505,1854,2020-10-13,118.96,7
533,1631,2020-10-13,193.3,4
970,1247,2020-10-13,660.51,5
886,742,2020-10-13,804.22,5
425,1598,2020-10-13,206.32,1
816,1974,2020-10-13,492.5,9
163,1013,2020-10-13,719.48,8
754,152,2020-10-14,775.66,6
254,1556,2020-10-14,458.48,9
141,1305,2020-10-14,186.99,1
624,469,2020-10-14,658.6,4
213,1949,2020-10-14,593.61,4
102,1830,2020-10-14,607.48,7
226,1004,2020-10-14,332.88,2
598,1410,2020-10-14,751.5,9
987,409,2020-10-14,757.38,1
784,13,2020-10-14,383.71,8
586,470,2020-10-14,472.57,6
474,1763,2020-10-14,129.22,3
214,908,2020-10-14,520.79,8
897,1016,2020-10-14,757.14,3
422,1437,2020-10-14,255.31,2
568,130,2020-10-14,427.31,4
994,256,2020-10-14,275.52,2
932,511,2020-10-14,219.94,5
604,1506,2020-10-14,942.51,7
572,1105,2020-10-14,268.32,10
388,1981,2020-10-14,501.28,6
643,1800,2020-10-14,338.8,5
560,187,2020-10-14,652.58,5
252,238,2020-10-14,31.59,3
214,1397,2020-10-14,945.02,3
468,660,2020-10-14,816.03,3
669,176,2020-10-14,392.73,5
233,22,2020-10-14,109.44,3
853,687,2020-10-14,45.81,1
159,176,2020-10-14,364.14,1
982,1210,2020-10-14,859.7,4
593,4,2020-10-14,625.84,3
203,83,2020-10-14,594.64,3
707,103,2020-10-14,142.74,9
462,1471,2020-10-14,975.24,5
601,933,2020-10-14,521.17,3
136,549,2020-10-14,156.54,5
810,827,2020-10-14,962.44,6
273,1150,2020-10-14,723.11,8
168,836,2020-10-14,171.21,9
450,427,2020-10-14,871.56,10
354,833,2020-10-14,705.72,9
202,1437,2020-10-14,754.92,10
893,1946,2020-10-14,811.26,5
502,1733,2020-10-14,234.06,5
788,1775,2020-10-14,717.21,9
915,1699,2020-10-14,690.46,1
580,1413,2020-10-14,15.13,7
220,1946,2020-10-14,331.72,4
279,691,2020-10-14,889.17,5
946,1372,2020-10-15,219.83,7
628,1511,2020-10-15,117.54,9
518,807,2020-10-15,157.48,7
765,1301,2020-10-15,940.43,10
545,523,2020-10-15,725.71,8
927,558,2020-10-15,523.71,8
667,973,2020-10-15,337.81,7
644,399,2020-10-15,852.1,6
787,258,2020-10-15,850.22,9
141,1631,2020-10-15,368.6,2
566,6,2020-10-15,460.02,2
236,1320,2020-10-15,75.43,10
446,168,2020-10-15,918.44,6
645,1160,2020-10-15,127.77,4
501,1255,2020-10-15,385.0,5
764,984,2020-10-15,113.21,8
294,1926,2020-10-15,458.05,4
997,725,2020-10-15,482.15,5
246,1397,2020-10-15,885.7,4
814,897,2020-10-15,483.69,6
574,230,2020-10-15,624.43,10
300,959,2020-10-15,359.49,10
708,819,2020-10-15,911.32,6
884,746,2020-10-15,66.31,5
602,368,2020-10-15,790.61,10
703,1061,2020-10-15,895.86,9
859,1474,2020-10-15,213.19,5
638,1277,2020-10-15,70.56,4
301,1829,2020-10-15,891.11,6
749,1544,2020-10-15,348.69,7
508,420,2020-10-15,415.16,5
964,647,2020-10-15,229.41,7
309,784,2020-10-15,157.81,8
910,1000,2020-10-15,217.42,6
821,125,2020-10-15,604.6,3
837,908,2020-10-15,42.64,5
857,1061,2020-10-15,597.68,2
806,320,2020-10-15,854.86,5
643,634,2020-10-15,687.62,5
167,152,2020-10-15,865.38,7
104,1745,2020-10-15,465.1,4
975,1934,2020-10-15,638.46,10
886,16,2020-10-15,151.96,5
673,222,2020-10-15,472.22,4
430,248,2020-10-15,602.8,2
121,1071,2020-10-15,221.47,1
485,1493,2020-10-16,628.2,4
827,366,2020-10-16,573.39,5
608,1117,2020-10-16,337.86,2
170,1846,2020-10-16,32.21,3
980,307,2020-10-16,746.35,1
848,156,2020-10-16,132.14,2
960,1139,2020-10-16,678.58,8
154,648,2020-10-16,773.54,4
829,712,2020-10-16,530.85,4
731,1158,2020-10-16,79.9,3
719,1392,2020-10-16,499.63,4
318,276,2020-10-16,116.34,4
930,1313,2020-10-16,799.47,9
940,1742,2020-10-16,804.26,4
786,1302,2020-10-16,349.99,7
623,296,2020-10-16,225.66,9
134,1299,2020-10-16,384.25,6
852,1758,2020-10-16,397.84,9
321,1814,2020-10-16,937.12,3
192,373,2020-10-16,815.65,5
861,258,2020-10-16,901.94,3
699,200,2020-10-16,83.66,9
957,259,2020-10-16,438.8,2
261,1747,2020-10-16,418.13,7
437,652,2020-10-16,773.06,7
240,573,2020-10-16,171.32,6
500,1040,2020-10-16,43.34,6
980,654,2020-10-16,231.71,3
403,827,2020-10-16,396.76,3
659,407,2020-10-16,446.74,6
937,583,2020-10-16,584.46,8
278,1331,2020-10-16,728.66,10
884,302,2020-10-16,961.7,5
667,1313,2020-10-16,384.14,10
409,1896,2020-10-16,854.88,9
929,337,2020-10-16,33.8,3
648,1883,2020-10-16,742.64,8
297,1733,2020-10-16,235.15,8
148,959,2020-10-16,865.48,5
252,56,2020-10-16,235.65,5
623,1493,2020-10-16,391.33,9
371,56,2020-10-16,357.57,4
691,290,2020-10-16,653.55,3
972,933,2020-10-16,465.74,4
583,1981,2020-10-16,820.98,9
951,56,2020-10-16,862.21,1
889,1819,2020-10-16,792.32,8
592,935,2020-10-16,288.88,1
371,1048,2020-10-16,408.07,10
512,1042,2020-10-16,287.91,4
320,1248,2020-10-16,771.14,3
422,944,2020-10-16,475.86,1
799,1067,2020-10-16,196.25,6
373,1660,2020-10-16,842.59,6
342,237,2020-10-16,724.99,1
977,288,2020-10-16,900.93,8
480,262,2020-10-16,419.15,3
688,1269,2020-10-16,769.25,8
162,1451,2020-10-16,177.47,7
334,1879,2020-10-16,33.18,8
310,1995,2020-10-16,932.45,1
420,1093,2020-10-16,542.01,6
731,522,2020-10-16,460.58,9
932,927,2020-10-16,656.94,6
108,1495,2020-10-17,361.79,6
232,164,2020-10-17,73.88,8
613,1248,2020-10-17,761.64,5
779,1117,2020-10-17,917.58,5
530,1538,2020-10-17,717.21,5
690,676,2020-10-17,475.3,3
632,1595,2020-10-17,160.3,4
603,1653,2020-10-17,13.87,5
674,1884,2020-10-17,161.63,4
590,579,2020-10-17,65.21,8
307,541,2020-10-17,282.25,5
111,327,2020-10-17,132.0,1
555,1885,2020-10-17,825.96,8
344,1686,2020-10-17,437.71,8
209,609,2020-10-17,171.18,10
192,1775,2020-10-17,770.47,6
194,1886,2020-10-17,689.93,8
314,319,2020-10-17,175.2,9
275,1475,2020-10-17,81.1,6
144,1151,2020-10-17,848.83,4
279,156,2020-10-17,415.3,8
114,456,2020-10-17,409.33,2
967,588,2020-10-17,134.52,3
482,1150,2020-10-17,515.72,7
124,933,2020-10-17,753.49,5
968,1065,2020-10-17,100.16,5
271,1156,2020-10-17,570.02,6
919,535,2020-10-17,200.38,1
921,1339,2020-10-17,413.54,9
401,959,2020-10-17,778.51,7
642,1665,2020-10-17,420.63,3
820,1898,2020-10-17,536.41,4
205,277,2020-10-17,266.27,4
853,1814,2020-10-17,494.01,1
264,319,2020-10-17,700.66,5
375,1513,2020-10-17,860.13,8
654,1181,2020-10-17,689.04,9
902,1697,2020-10-17,147.67,2
911,115,2020-10-17,803.47,8
524,192,2020-10-17,164.5,3
762,205,2020-10-17,133.89,3
847,162,2020-10-17,698.12,1
289,1977,2020-10-17,46.62,2
731,1909,2020-10-17,934.0,7
970,1547,2020-10-17,444.88,10
396,539,2020-10-17,242.8,8
630,844,2020-10-17,670.39,3
419,1763,2020-10-17,585.5,8
169,881,2020-10-17,75.72,10
932,1004,2020-10-17,246.66,10
773,35,2020-10-17,605.13,5
625,1181,2020-10-17,307.18,1
659,1378,2020-10-17,889.05,3
890,1783,2020-10-17,304.59,9
890,2,2020-10-18,902.24,9
694,1744,2020-10-18,861.08,7
478,1490,2020-10-18,111.4,9
147,1956,2020-10-18,618.49,8
318,639,2020-10-18,309.3,9
744,1584,2020-10-18,174.79,3
588,148,2020-10-18,34.67,9
400,1497,2020-10-18,767.31,10
189,1425,2020-10-18,519.68,6
233,1301,2020-10-18,213.45,5
210,1084,2020-10-18,905.99,8
243,965,2020-10-18,402.91,1
292,585,2020-10-18,946.63,10
126,673,2020-10-18,290.12,1
473,41,2020-10-18,89.76,7
815,1297,2020-10-18,221.69,1
401,614,2020-10-18,968.71,3
678,1425,2020-10-18,500.59,6
218,55,2020-10-18,354.85,6
948,769,2020-10-18,243.42,6
474,41,2020-10-18,124.01,10
301,1747,2020-10-18,502.47,1
289,335,2020-10-18,820.36,4
432,1496,2020-10-18,948.84,7
783,759,2020-10-18,497.62,5
537,1699,2020-10-18,479.44,4
718,107,2020-10-18,83.98,5
497,1905,2020-10-18,133.13,7
748,939,2020-10-18,823.73,4
497,1685,2020-10-18,262.98,9
813,1953,2020-10-18,98.55,1
312,798,2020-10-18,622.22,7
524,1605,2020-10-18,952.35,7
621,165,2020-10-18,216.08,8
341,1884,2020-10-18,883.04,2
953,1279,2020-10-18,451.17,8
395,503,2020-10-18,864.36,10
150,1792,2020-10-18,84.97,8
299,1795,2020-10-18,841.61,4
185,1301,2020-10-18,78.57,7
191,1576,2020-10-18,716.59,3
381,1307,2020-10-18,335.69,9
367,1295,2020-10-18,561.17,5
322,570,2020-10-18,273.62,5
668,1318,2020-10-19,641.61,2
584,1917,2020-10-19,713.92,2
721,399,2020-10-19,305.09,7
214,1976,2020-10-19,246.61,6
125,660,2020-10-19,716.05,7
302,1372,2020-10-19,746.78,7
112,1459,2020-10-19,945.57,10
264,782,2020-10-19,46.7,5
492,881,2020-10-19,190.99,10
608,1953,2020-10-19,109.48,9
977,233,2020-10-19,522.72,10
829,1128,2020-10-19,540.02,4
409,1047,2020-10-19,35.78,3
134,1733,2020-10-19,531.41,6
441,988,2020-10-19,502.2,1
482,777,2020-10-19,265.23,9
772,1980,2020-10-19,864.92,5
341,997,2020-10-19,658.05,6
856,1538,2020-10-19,625.84,1
144,1359,2020-10-19,306.39,2
697,1892,2020-10-19,431.06,6
614,92,2020-10-19,630.21,2
110,1158,2020-10-19,889.38,5
842,121,2020-10-19,537.69,4
470,1946,2020-10-19,25.46,4
651,409,2020-10-19,463.87,4
780,1133,2020-10-19,195.74,2
450,1113,2020-10-19,467.49,6
290,1170,2020-10-19,529.35,6
189,1946,2020-10-19,540.34,3
568,1814,2020-10-19,493.22,5
981,780,2020-10-19,351.99,2
384,1497,2020-10-19,223.41,7
303,235,2020-10-19,868.76,8
601,1437,2020-10-19,581.65,5
308,207,2020-10-19,379.57,3
184,567,2020-10-19,730.59,5
163,1829,2020-10-19,811.83,1
464,1339,2020-10-19,594.97,10
550,1733,2020-10-19,852.13,5
706,1372,2020-10-19,699.09,2
405,1151,2020-10-19,411.14,6
679,373,2020-10-19,768.62,6
477,1545,2020-10-19,232.38,1
863,1652,2020-10-19,59.8,5
425,380,2020-10-19,558.98,9
620,797,2020-10-19,78.86,3
979,1474,2020-10-20,909.07,2
374,1248,2020-10-20,939.21,10
123,87,2020-10-20,890.98,8
736,1569,2020-10-20,234.64,5
898,1000,2020-10-20,273.6,9
773,469,2020-10-20,889.51,8
113,1874,2020-10-20,595.57,1
701,141,2020-10-20,333.3,9
672,544,2020-10-20,130.64,10
157,105,2020-10-20,685.37,8
473,1816,2020-10-20,317.9,9
305,250,2020-10-20,442.47,9
227,557,2020-10-20,665.35,2
592,1000,2020-10-20,781.03,4
131,1117,2020-10-20,850.18,8
924,1471,2020-10-20,233.3,2
127,1792,2020-10-20,28.96,2
841,1014,2020-10-20,236.3,4
373,915,2020-10-20,706.96,10
150,541,2020-10-20,458.46,7
292,1605,2020-10-20,361.06,10
929,1882,2020-10-20,305.27,6
568,56,2020-10-20,550.67,9
765,1039,2020-10-20,831.21,3
759,865,2020-10-20,624.97,9
607,1071,2020-10-20,895.54,3
725,1874,2020-10-20,776.55,5
828,115,2020-10-20,841.48,9
941,867,2020-10-20,918.51,3
867,1372,2020-10-20,419.91,2
756,1437,2020-10-20,77.73,10
620,1958,2020-10-20,625.22,7
557,78,2020-10-20,680.75,4
491,1368,2020-10-20,314.64,8
715,1430,2020-10-20,796.67,3
616,848,2020-10-20,22.1,5
426,230,2020-10-20,320.37,6
264,409,2020-10-21,982.81,10
715,1523,2020-10-21,64.19,5
587,1061,2020-10-21,995.98,10
915,1038,2020-10-21,911.6,10
171,1301,2020-10-21,81.33,4
581,1087,2020-10-21,458.3,4
153,925,2020-10-21,223.52,10
826,1392,2020-10-21,296.09,3
312,1569,2020-10-21,267.06,6
324,585,2020-10-21,118.12,1
968,618,2020-10-21,184.47,2
283,1783,2020-10-21,80.74,10
620,1719,2020-10-21,919.63,10
569,77,2020-10-21,953.07,8
526,1909,2020-10-21,452.96,10
213,373,2020-10-21,255.01,2
473,1220,2020-10-21,17.9,10
871,1561,2020-10-21,143.95,6
426,668,2020-10-21,476.94,5
898,1328,2020-10-21,931.67,6
669,1729,2020-10-21,172.0,6
970,884,2020-10-21,219.77,10
464,614,2020-10-21,817.96,9
224,1025,2020-10-21,247.74,8
773,1107,2020-10-21,424.5,9
857,1037,2020-10-21,465.15,2
669,785,2020-10-21,523.84,10
291,172,2020-10-21,207.33,6
857,1532,2020-10-21,603.6,7
426,1392,2020-10-21,410.48,3
668,550,2020-10-21,503.34,2
978,708,2020-10-21,24.96,5
568,1781,2020-10-21,323.22,3
305,1907,2020-10-21,468.81,2
458,894,2020-10-21,513.09,8
183,1728,2020-10-21,44.08,2
278,379,2020-10-21,736.79,5
368,1092,2020-10-21,340.0,8
690,1785,2020-10-21,330.13,8
750,864,2020-10-21,301.35,7
833,113,2020-10-21,725.19,10
759,142,2020-10-21,199.5,1
160,1879,2020-10-21,836.3,9
375,1648,2020-10-22,726.89,3
596,1284,2020-10-22,376.01,7
849,881,2020-10-22,623.85,7
108,1631,2020-10-22,841.46,7
977,1421,2020-10-22,465.38,7
107,1545,2020-10-22,21.08,2
190,1747,2020-10-22,204.32,2
691,259,2020-10-22,623.97,3
243,1471,2020-10-22,486.12,3
764,105,2020-10-22,437.95,6
914,172,2020-10-22,304.37,4
367,1968,2020-10-22,865.53,6
393,837,2020-10-22,399.39,9
458,194,2020-10-22,646.85,4
211,1267,2020-10-22,545.23,7
558,805,2020-10-22,853.24,4
580,762,2020-10-22,783.11,2
471,1838,2020-10-22,683.56,5
728,1359,2020-10-22,305.18,5
666,1139,2020-10-22,842.61,10
588,1883,2020-10-22,808.39,7
737,1653,2020-10-22,67.0,2
440,1410,2020-10-22,811.58,2
173,1538,2020-10-22,484.06,5
703,1704,2020-10-22,393.75,10
895,1584,2020-10-22,991.34,9
804,648,2020-10-22,632.69,5
617,782,2020-10-22,149.5,9
238,725,2020-10-22,754.01,4
963,739,2020-10-22,198.14,9
369,539,2020-10-22,879.39,10
483,1596,2020-10-22,567.23,2
118,1963,2020-10-22,191.94,2
904,639,2020-10-22,719.79,6
756,1763,2020-10-22,74.69,1
822,1338,2020-10-22,60.68,9
616,813,2020-10-22,230.82,9
788,529,2020-10-22,788.05,7
797,1713,2020-10-22,445.05,2
460,1443,2020-10-22,22.77,9
167,1484,2020-10-22,746.49,9
997,1903,2020-10-22,187.94,10
512,1117,2020-10-22,622.06,7
863,129,2020-10-22,966.44,1
204,1509,2020-10-22,778.44,8
563,1569,2020-10-22,776.43,4
802,103,2020-10-22,599.2,4
476,922,2020-10-22,256.76,5
347,179,2020-10-22,298.36,1
830,1816,2020-10-22,62.65,4
203,1692,2020-10-22,174.06,6
408,694,2020-10-23,453.86,2
852,1471,2020-10-23,914.44,1
542,993,2020-10-23,181.08,5
108,1372,2020-10-23,525.76,6
839,52,2020-10-23,415.88,3
154,1175,2020-10-23,66.96,1
190,933,2020-10-23,955.71,9
291,198,2020-10-23,948.18,4
602,1056,2020-10-23,615.07,9
176,1852,2020-10-23,402.88,10
262,1620,2020-10-23,458.83,9
